1.000000	6.728262	1.000000
2.000000	13.428079	1.000000
3.000000	9.139846	1.000000
4.000000	3.217712	1.000000
5.000000	7.761190	1.000000
6.000000	7.800137	1.000000
7.000000	9.215263	1.000000
8.000000	21.659355	1.000000
9.000000	6.541536	1.000000
10.000000	-2.485751	1.000000
11.000000	24.933964	1.000000
12.000000	17.314559	1.000000
13.000000	-1.030776	1.000000
14.000000	17.197786	1.000000
15.000000	15.884771	1.000000
16.000000	-4.742813	1.000000
17.000000	-0.562136	1.000000
18.000000	11.741028	1.000000
19.000000	8.841819	1.000000
20.000000	-4.007765	1.000000
21.000000	10.167463	1.000000
22.000000	-6.817712	1.000000
23.000000	-14.259644	1.000000
24.000000	0.836753	1.000000
25.000000	0.996636	1.000000
26.000000	7.571930	1.000000
27.000000	8.566068	1.000000
28.000000	10.918737	1.000000
29.000000	30.927462	1.000000
30.000000	17.180402	1.000000
31.000000	25.916341	1.000000
32.000000	16.625664	1.000000
33.000000	-12.824931	1.000000
34.000000	27.416284	1.000000
35.000000	28.769514	1.000000
36.000000	10.659043	1.000000
37.000000	14.739526	1.000000
38.000000	12.943950	1.000000
39.000000	0.989117	1.000000
40.000000	4.280850	1.000000
41.000000	23.230139	1.000000
42.000000	5.942360	1.000000
43.000000	20.337279	1.000000
44.000000	8.348856	1.000000
45.000000	23.322200	1.000000
46.000000	-3.684965	1.000000
47.000000	31.004994	1.000000
48.000000	17.139569	1.000000
49.000000	5.009208	1.000000
50.000000	5.567034	1.000000
51.000000	21.807113	1.000000
52.000000	21.083484	1.000000
53.000000	7.280883	1.000000
54.000000	7.693942	1.000000
55.000000	16.747484	1.000000
56.000000	20.856430	1.000000
57.000000	8.797806	1.000000
58.000000	6.797346	1.000000
59.000000	11.710728	1.000000
60.000000	4.656801	1.000000
61.000000	3.143864	1.000000
62.000000	3.225970	1.000000
63.000000	21.652046	1.000000
64.000000	4.254945	1.000000
65.000000	10.444471	1.000000
66.000000	8.124873	1.000000
67.000000	22.488468	1.000000
68.000000	-5.083881	1.000000
69.000000	27.625527	1.000000
70.000000	7.633592	1.000000
71.000000	8.167652	1.000000
72.000000	1.145413	1.000000
73.000000	15.710575	1.000000
74.000000	1.065682	1.000000
75.000000	25.627548	1.000000
76.000000	4.888715	1.000000
77.000000	11.994160	1.000000
78.000000	1.646381	1.000000
79.000000	10.231244	1.000000
80.000000	-8.643935	1.000000
81.000000	17.543513	1.000000
82.000000	8.479539	1.000000
83.000000	2.213703	1.000000
84.000000	21.411445	1.000000
85.000000	2.455100	1.000000
86.000000	-2.699268	1.000000
87.000000	10.218213	1.000000
88.000000	12.900210	1.000000
89.000000	22.131394	1.000000
90.000000	20.957914	1.000000
91.000000	0.655246	1.000000
92.000000	11.416195	1.000000
93.000000	16.277562	1.000000
94.000000	8.973011	1.000000
95.000000	14.979618	1.000000
96.000000	22.853801	1.000000
97.000000	4.728989	1.000000
98.000000	3.793673	1.000000
99.000000	18.382001	1.000000
100.000000	2.426931	1.000000
101.000000	2.916882	1.000000
102.000000	0.570605	1.000000
103.000000	24.713304	1.000000
104.000000	7.796793	1.000000
105.000000	3.646371	1.000000
106.000000	18.178072	1.000000
107.000000	3.329725	1.000000
108.000000	16.119357	1.000000
109.000000	24.765041	1.000000
110.000000	16.736251	1.000000
111.000000	-0.986709	1.000000
112.000000	14.643406	1.000000
113.000000	21.128162	1.000000
114.000000	6.971106	1.000000
115.000000	16.775733	1.000000
116.000000	1.207502	1.000000
117.000000	11.623760	1.000000
118.000000	8.488496	1.000000
119.000000	9.641478	1.000000
120.000000	10.177225	1.000000
121.000000	27.948055	1.000000
122.000000	5.341986	1.000000
123.000000	0.140516	1.000000
124.000000	7.501599	1.000000
