0.000000	13.251740	10.000000

0.500000	8.460870	10.000000

1.000000	16.115961	10.000000

1.500000	27.063185	10.000000

2.000000	15.319772	10.000000

2.500000	38.031596	10.000000

3.000000	40.973168	10.000000

3.500000	39.298497	10.000000

4.000000	47.912111	10.000000

4.500000	146.462370	100.000000

5.000000	51.433868	10.000000

5.500000	63.862873	10.000000

6.000000	86.285085	10.000000

6.500000	82.352797	10.000000

7.000000	89.483772	10.000000

7.500000	93.957328	10.000000

8.000000	102.665527	10.000000

8.500000	124.971209	10.000000

9.000000	146.402395	10.000000

9.500000	160.064841	10.000000

10.000000	165.601794	10.000000

10.500000	169.659613	10.000000

11.000000	182.323959	10.000000

11.500000	203.406334	10.000000

12.000000	223.374387	10.000000

12.500000	238.492437	10.000000

13.000000	222.810760	10.000000

13.500000	259.285353	10.000000

14.000000	266.332191	10.000000

14.500000	188.037510	100.000000

15.000000	327.352274	10.000000

15.500000	319.974699	10.000000

16.000000	329.162026	10.000000

16.500000	366.520271	10.000000

17.000000	382.755225	10.000000

17.500000	399.594451	10.000000

18.000000	432.794583	10.000000

18.500000	450.411281	10.000000

19.000000	469.759170	10.000000

19.500000	484.980462	10.000000

20.000000	513.500985	10.000000

